DATE,TMAX_F,TMIN_F,PRCP_IN,TEMP_RANGE_F,MODEL
1892-03-16,78.08,48.02,0.0,30.059999999999995,One-Class SVM
1892-03-17,80.06,,0.0,,One-Class SVM
1892-03-18,66.02,33.98,0.11023622047244094,32.04,One-Class SVM
1892-03-19,50.0,32.0,0.0,18.0,One-Class SVM
1892-03-20,66.92,33.98,0.0,32.940000000000005,One-Class SVM
1892-03-21,69.98,42.08,0.0,27.900000000000006,One-Class SVM
1892-03-23,80.06,53.96,0.0,26.1,One-Class SVM
1892-03-24,84.91999999999999,51.98,0.0,32.93999999999999,One-Class SVM
1892-03-25,84.91999999999999,69.98,0.0,14.939999999999984,One-Class SVM
1892-03-26,80.06,68.0,0.0984251968503937,12.060000000000002,One-Class SVM
1892-03-27,89.96000000000001,57.92,0.0,32.040000000000006,One-Class SVM
1892-03-29,77.0,46.04,0.0,30.96,One-Class SVM
1892-03-31,82.04,62.959999999999994,0.0,19.080000000000013,One-Class SVM
1892-04-10,69.98,51.98,0.0,18.000000000000007,One-Class SVM
1892-04-15,73.94,55.94,0.0,18.0,One-Class SVM
1892-04-20,91.03999999999999,73.04,0.0,17.999999999999986,One-Class SVM
1892-04-24,89.96000000000001,66.92,0.0,23.040000000000006,One-Class SVM
1892-04-26,95.0,66.02,0.0,28.980000000000004,One-Class SVM
1892-05-21,87.98,73.04,1.799212598425197,14.939999999999998,One-Class SVM
1892-05-22,75.02,64.04,1.1299212598425197,10.97999999999999,One-Class SVM
1892-05-23,75.02,60.08,0.0,14.939999999999998,One-Class SVM
1892-05-24,96.98,55.04,0.0,41.940000000000005,One-Class SVM
1892-06-18,84.91999999999999,75.02,1.7401574803149609,9.899999999999991,One-Class SVM
1892-06-23,80.06,75.92,0.33858267716535434,4.140000000000001,One-Class SVM
1892-06-29,75.92,69.98,0.0984251968503937,5.939999999999998,One-Class SVM
1892-07-05,87.08000000000001,69.98,2.440944881889764,17.10000000000001,One-Class SVM
1892-07-16,84.02,75.02,0.20866141732283466,9.0,One-Class SVM
1892-07-19,89.96000000000001,80.06,0.0,9.900000000000006,One-Class SVM
1892-07-23,91.03999999999999,78.08,0.0,12.959999999999994,One-Class SVM
1892-07-24,82.04,78.08,1.0,3.960000000000008,One-Class SVM
1892-08-01,93.02,78.98,0.0,14.039999999999992,One-Class SVM
1892-08-03,84.02,73.04,1.8503937007874016,10.97999999999999,One-Class SVM
1892-08-05,86.0,75.02,2.0905511811023625,10.980000000000004,One-Class SVM
1892-08-07,89.96000000000001,71.96,0.9606299212598425,18.000000000000014,One-Class SVM
1892-08-08,89.96000000000001,75.02,0.33858267716535434,14.940000000000012,One-Class SVM
1892-08-09,89.96000000000001,73.04,1.6692913385826773,16.92,One-Class SVM
1892-08-10,89.06,77.0,0.0,12.060000000000002,One-Class SVM
1892-08-11,82.04,75.02,1.0984251968503937,7.02000000000001,One-Class SVM
1892-08-13,78.08,75.02,1.3503937007874016,3.0600000000000023,One-Class SVM
1892-08-14,82.04,75.92,0.20078740157480315,6.1200000000000045,One-Class SVM
1892-08-26,82.04,77.0,0.07086614173228346,5.040000000000006,One-Class SVM
1892-11-01,80.06,64.04,0.0,16.019999999999996,One-Class SVM
1892-11-02,80.06,66.92,0.0,13.14,One-Class SVM
1892-11-03,80.06,69.98,0.2913385826771654,10.079999999999998,One-Class SVM
1892-11-04,80.06,69.98,0.0,10.079999999999998,One-Class SVM
1892-11-05,71.96,62.059999999999995,0.0,9.899999999999999,One-Class SVM
1892-11-08,84.02,64.94,0.0,19.08,One-Class SVM
1892-11-09,84.91999999999999,69.98,0.0,14.939999999999984,One-Class SVM
1892-11-10,66.02,44.96,0.0,21.059999999999995,One-Class SVM
1892-11-11,60.980000000000004,37.94,0.0,23.040000000000006,One-Class SVM
1892-11-14,62.059999999999995,44.96,0.0,17.099999999999994,One-Class SVM
1892-11-15,69.98,55.94,0.0,14.040000000000006,One-Class SVM
1892-11-16,60.08,35.96,0.0,24.119999999999997,One-Class SVM
1892-11-17,75.02,46.94,0.0,28.08,One-Class SVM
1892-11-18,62.059999999999995,44.96,0.0984251968503937,17.099999999999994,One-Class SVM
1892-11-20,69.98,37.94,0.0,32.040000000000006,One-Class SVM
1892-11-22,69.98,48.92,0.0,21.060000000000002,One-Class SVM
1892-11-25,60.08,48.92,0.0,11.159999999999997,One-Class SVM
1892-11-28,75.02,46.04,0.0,28.979999999999997,One-Class SVM
1892-11-29,73.04,57.02,0.0,16.020000000000003,One-Class SVM
1892-12-01,66.92,35.96,0.0,30.96,One-Class SVM
1892-12-02,68.0,37.94,0.0,30.060000000000002,One-Class SVM
1892-12-04,78.08,55.94,0.0,22.14,One-Class SVM
1892-12-06,78.08,53.96,0.0,24.119999999999997,One-Class SVM
1892-12-07,80.06,57.02,0.0,23.04,One-Class SVM
1892-12-08,77.0,64.94,0.0984251968503937,12.060000000000002,One-Class SVM
1892-12-09,57.02,51.98,0.16141732283464566,5.040000000000006,One-Class SVM
1892-12-10,53.96,51.08,0.0,2.8800000000000026,One-Class SVM
1892-12-12,73.94,62.059999999999995,0.0,11.880000000000003,One-Class SVM
1892-12-15,80.06,64.04,0.0,16.019999999999996,One-Class SVM
1892-12-18,64.94,57.92,1.220472440944882,7.019999999999996,One-Class SVM
1892-12-19,69.98,57.92,0.20078740157480315,12.060000000000002,One-Class SVM
1892-12-21,69.98,48.02,0.0,21.96,One-Class SVM
1892-12-22,60.08,51.98,0.0,8.100000000000001,One-Class SVM
1892-12-25,62.059999999999995,48.92,0.01968503937007874,13.139999999999993,One-Class SVM
1892-12-26,75.02,60.08,1.1299212598425197,14.939999999999998,One-Class SVM
1892-12-27,48.02,41.0,0.0,7.020000000000003,One-Class SVM
1892-12-28,51.98,35.06,0.0,16.919999999999995,One-Class SVM
1892-12-29,50.0,28.04,0.0,21.96,One-Class SVM
1892-12-30,60.08,32.0,0.0,28.08,One-Class SVM
1892-12-31,64.94,39.92,0.0,25.019999999999996,One-Class SVM
1893-01-01,69.98,51.98,0.07874015748031496,18.000000000000007,One-Class SVM
1893-01-02,57.92,44.96,0.0,12.96,One-Class SVM
1893-01-04,64.94,39.92,0.0,25.019999999999996,One-Class SVM
1893-01-07,55.04,28.04,0.0,27.0,One-Class SVM
1893-01-10,55.04,42.980000000000004,0.0,12.059999999999995,One-Class SVM
1893-01-11,53.06,32.0,0.0,21.060000000000002,One-Class SVM
1893-01-13,51.98,35.06,0.0,16.919999999999995,One-Class SVM
1893-01-14,55.04,26.96,0.0,28.08,One-Class SVM
1893-01-15,62.059999999999995,46.94,0.01968503937007874,15.119999999999997,One-Class SVM
1893-01-16,41.0,33.08,0.0,7.920000000000002,One-Class SVM
1893-01-17,46.04,26.060000000000002,0.0,19.979999999999997,One-Class SVM
1893-01-18,68.0,46.04,0.0,21.96,One-Class SVM
1893-01-19,66.02,44.96,0.3897637795275591,21.059999999999995,One-Class SVM
1893-01-20,51.98,39.92,0.0,12.059999999999995,One-Class SVM
1893-01-21,53.96,30.02,0.0,23.94,One-Class SVM
1893-01-22,62.059999999999995,30.02,0.0,32.03999999999999,One-Class SVM
1893-01-23,62.059999999999995,33.98,0.11811023622047245,28.08,One-Class SVM
1893-01-24,53.06,48.02,0.03937007874015748,5.039999999999999,One-Class SVM
1893-01-26,69.98,42.08,0.0,27.900000000000006,One-Class SVM
1893-01-27,73.04,53.96,0.0,19.080000000000005,One-Class SVM
1893-01-28,73.94,60.08,0.3582677165354331,13.86,One-Class SVM
1893-01-29,78.08,64.94,0.0,13.14,One-Class SVM
1893-01-30,78.08,60.08,0.0,18.0,One-Class SVM
1893-01-31,69.98,51.98,0.0,18.000000000000007,One-Class SVM
1893-02-04,60.980000000000004,53.06,0.0,7.920000000000002,One-Class SVM
1893-02-08,62.059999999999995,55.04,0.0,7.019999999999996,One-Class SVM
1893-02-09,69.98,57.02,0.16141732283464566,12.96,One-Class SVM
1893-02-12,80.96,62.959999999999994,3.0000000000000004,18.0,One-Class SVM
1893-02-16,80.96,60.08,0.0,20.879999999999995,One-Class SVM
1893-02-18,69.08,55.04,0.0,14.04,One-Class SVM
1893-02-20,66.92,44.06,0.0,22.86,One-Class SVM
1893-02-22,64.04,48.92,0.0,15.120000000000005,One-Class SVM
1893-02-23,69.98,39.02,0.0,30.96,One-Class SVM
1893-02-26,64.94,57.92,2.2992125984251968,7.019999999999996,One-Class SVM
1893-02-27,73.94,62.059999999999995,0.03149606299212599,11.880000000000003,One-Class SVM
1893-04-01,87.08000000000001,51.98,0.0,35.100000000000016,One-Class SVM
1893-04-02,78.98,53.06,0.0,25.92,One-Class SVM
1893-04-03,87.08000000000001,57.02,0.0,30.06000000000001,One-Class SVM
1893-04-16,77.0,69.08,0.0,7.920000000000002,One-Class SVM
1893-04-21,78.98,55.94,0.7795275590551182,23.040000000000006,One-Class SVM
1893-05-04,80.96,64.04,0.0,16.919999999999987,One-Class SVM
1893-05-05,89.06,64.04,0.0,25.019999999999996,One-Class SVM
1893-05-10,73.04,64.04,0.40944881889763785,9.0,One-Class SVM
1893-05-16,80.06,73.94,0.0,6.1200000000000045,One-Class SVM
1893-05-18,80.96,64.04,0.0,16.919999999999987,One-Class SVM
1893-05-20,89.06,66.02,0.0,23.040000000000006,One-Class SVM
1893-05-26,89.96000000000001,75.02,1.1614173228346458,14.940000000000012,One-Class SVM
1893-06-05,87.98,80.06,0.0,7.920000000000002,One-Class SVM
1893-06-07,91.03999999999999,80.06,2.2992125984251968,10.97999999999999,One-Class SVM
1893-06-08,75.02,68.0,0.0,7.019999999999996,One-Class SVM
1893-06-10,84.91999999999999,68.0,0.0984251968503937,16.919999999999987,One-Class SVM
1893-06-15,75.92,73.04,0.8503937007874017,2.8799999999999955,One-Class SVM
1893-06-23,89.06,78.98,0.0,10.079999999999998,One-Class SVM
1893-06-25,89.96000000000001,80.06,0.0,9.900000000000006,One-Class SVM
1893-06-26,91.03999999999999,60.08,0.0,30.959999999999994,One-Class SVM
1893-06-28,73.94,71.96,0.5,1.980000000000004,One-Class SVM
1893-07-27,,,5.098425196850394,,One-Class SVM
1893-07-28,,,1.5000000000000002,,One-Class SVM
1893-07-29,,,1.1181102362204725,,One-Class SVM
1893-07-30,,,0.0,,One-Class SVM
1893-12-16,,,1.2716535433070866,,One-Class SVM
1894-01-29,,,1.8582677165354333,,One-Class SVM
1896-11-04,,,1.5984251968503937,,One-Class SVM
1896-12-30,,,0.0,,One-Class SVM
1896-12-31,,,0.0,,One-Class SVM
1897-01-26,,,1.299212598425197,,One-Class SVM
1897-02-12,,,2.0,,One-Class SVM
1897-04-09,,,2.0984251968503935,,One-Class SVM
1897-06-20,,,2.2992125984251968,,One-Class SVM
1897-07-12,,,4.0,,One-Class SVM
1897-08-09,,,4.0,,One-Class SVM
1897-09-06,,,3.0000000000000004,,One-Class SVM
1897-09-11,,,2.0,,One-Class SVM
1897-09-20,,,6.000000000000001,,One-Class SVM
1897-09-21,,,1.5000000000000002,,One-Class SVM
1897-09-25,,,0.0,,One-Class SVM
1897-09-26,,,0.0,,One-Class SVM
1897-12-25,,,1.2007874015748032,,One-Class SVM
